"method","line","severity","representativity","quality","intervention","cdi"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3104,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationStatusValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3352,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2608,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaStatusValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2856,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3104,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationStatusValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",3352,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1452,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionStatusValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1700,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.patchClusterCIDRValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2608,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.patchIPAddressValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",2856,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.patchIngressClassValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",4470,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.NodeV1Api.patchRuntimeClassValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1452,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.patchClusterRoleValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",5626,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.patchClusterRoleBindingValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",5874,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.patchResourceClassValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",7264,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.SchedulingV1Api.patchPriorityClassValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",1452,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.patchCSIDriverValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",6429,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.patchCSINodeValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",6677,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.patchStorageClassValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",7182,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.patchVolumeAttachmentValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",7430,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.patchVolumeAttachmentStatusValidateBeforeCall(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback _callback)",7678,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.deleteValidatingAdmissionPolicyValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1322,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.deleteValidatingAdmissionPolicyBindingValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1573,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.deleteMutatingWebhookConfigurationValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1322,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.deleteValidatingWebhookConfigurationValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1573,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.deleteValidatingAdmissionPolicyValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1322,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.deleteValidatingAdmissionPolicyBindingValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1573,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.deleteCustomResourceDefinitionValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",734,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.deleteAPIServiceValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",377,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CertificatesV1alpha1Api.deleteClusterTrustBundleValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",377,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.deleteCertificateSigningRequestValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",377,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteNamespaceValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",18831,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteNodeValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",22202,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.deletePersistentVolumeValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",22453,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deleteFlowSchemaValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1322,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deletePriorityLevelConfigurationValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1573,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteFlowSchemaValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1322,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deletePriorityLevelConfigurationValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1573,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.deleteStorageVersionValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",734,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteClusterCIDRValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",608,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteIPAddressValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1573,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.deleteIngressClassValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1946,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.NodeV1Api.deleteRuntimeClassValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",734,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.deleteClusterRoleValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1088,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.deleteClusterRoleBindingValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1339,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.deleteResourceClassValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",3332,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.SchedulingV1Api.deletePriorityClassValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",734,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCSIDriverValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1310,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCSINodeValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",1561,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteStorageClassValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",3866,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteVolumeAttachmentValidateBeforeCall(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback _callback)",4117,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.deleteValidatingAdmissionPolicyAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1340,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.deleteValidatingAdmissionPolicyBindingAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1591,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.patchValidatingAdmissionPolicyAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1alpha1ValidatingAdmissionPolicy> _callback)",2631,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.patchValidatingAdmissionPolicyBindingAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1alpha1ValidatingAdmissionPolicyBinding> _callback)",2879,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.patchValidatingAdmissionPolicyStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1alpha1ValidatingAdmissionPolicy> _callback)",3127,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.deleteMutatingWebhookConfigurationAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1340,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.deleteValidatingWebhookConfigurationAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1591,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.patchMutatingWebhookConfigurationAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1MutatingWebhookConfiguration> _callback)",2631,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.patchValidatingWebhookConfigurationAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1ValidatingWebhookConfiguration> _callback)",2879,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.deleteValidatingAdmissionPolicyAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1340,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.deleteValidatingAdmissionPolicyBindingAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1591,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.patchValidatingAdmissionPolicyAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta1ValidatingAdmissionPolicy> _callback)",2631,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.patchValidatingAdmissionPolicyBindingAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta1ValidatingAdmissionPolicyBinding> _callback)",2879,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.patchValidatingAdmissionPolicyStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta1ValidatingAdmissionPolicy> _callback)",3127,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.deleteCustomResourceDefinitionAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",752,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.patchCustomResourceDefinitionAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1CustomResourceDefinition> _callback)",1475,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.patchCustomResourceDefinitionStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1CustomResourceDefinition> _callback)",1723,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.deleteAPIServiceAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",395,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.patchAPIServiceAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1APIService> _callback)",1475,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.patchAPIServiceStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1APIService> _callback)",1723,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedControllerRevisionAsync(String name, String namespace, V1ControllerRevision body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ControllerRevision> _callback)",13147,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDaemonSetAsync(String name, String namespace, V1DaemonSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1DaemonSet> _callback)",13389,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDaemonSetStatusAsync(String name, String namespace, V1DaemonSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1DaemonSet> _callback)",13631,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDeploymentAsync(String name, String namespace, V1Deployment body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Deployment> _callback)",13873,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDeploymentScaleAsync(String name, String namespace, V1Scale body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Scale> _callback)",14115,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDeploymentStatusAsync(String name, String namespace, V1Deployment body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Deployment> _callback)",14357,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedReplicaSetAsync(String name, String namespace, V1ReplicaSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ReplicaSet> _callback)",14599,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedReplicaSetScaleAsync(String name, String namespace, V1Scale body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Scale> _callback)",14841,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedReplicaSetStatusAsync(String name, String namespace, V1ReplicaSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ReplicaSet> _callback)",15083,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedStatefulSetAsync(String name, String namespace, V1StatefulSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1StatefulSet> _callback)",15325,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedStatefulSetScaleAsync(String name, String namespace, V1Scale body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Scale> _callback)",15567,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedStatefulSetStatusAsync(String name, String namespace, V1StatefulSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1StatefulSet> _callback)",15809,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.replaceNamespacedHorizontalPodAutoscalerAsync(String name, String namespace, V1HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1HorizontalPodAutoscaler> _callback)",2710,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.replaceNamespacedHorizontalPodAutoscalerStatusAsync(String name, String namespace, V1HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1HorizontalPodAutoscaler> _callback)",2952,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.replaceNamespacedHorizontalPodAutoscalerAsync(String name, String namespace, V2HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V2HorizontalPodAutoscaler> _callback)",2710,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.replaceNamespacedHorizontalPodAutoscalerStatusAsync(String name, String namespace, V2HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V2HorizontalPodAutoscaler> _callback)",2952,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.BatchV1Api.replaceNamespacedCronJobAsync(String name, String namespace, V1CronJob body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1CronJob> _callback)",5099,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.BatchV1Api.replaceNamespacedCronJobStatusAsync(String name, String namespace, V1CronJob body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1CronJob> _callback)",5341,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.BatchV1Api.replaceNamespacedJobAsync(String name, String namespace, V1Job body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Job> _callback)",5583,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.BatchV1Api.replaceNamespacedJobStatusAsync(String name, String namespace, V1Job body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Job> _callback)",5825,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CertificatesV1alpha1Api.deleteClusterTrustBundleAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",395,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CertificatesV1alpha1Api.patchClusterTrustBundleAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1alpha1ClusterTrustBundle> _callback)",1475,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.deleteCertificateSigningRequestAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",395,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.patchCertificateSigningRequestAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1CertificateSigningRequest> _callback)",1475,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.patchCertificateSigningRequestApprovalAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1CertificateSigningRequest> _callback)",1723,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CertificatesV1Api.patchCertificateSigningRequestStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1CertificateSigningRequest> _callback)",1971,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoordinationV1Api.replaceNamespacedLeaseAsync(String name, String namespace, V1Lease body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Lease> _callback)",2270,"1,026","1,000","1,000","1,000","1,026"
