"method","line","smell","quality"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.listValidatingAdmissionPolicyBindingAsync(String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1alpha1ValidatingAdmissionPolicyBindingList> _callback)",2328,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.patchValidatingAdmissionPolicyAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1alpha1ValidatingAdmissionPolicy> _callback)",2631,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.patchValidatingAdmissionPolicyBindingAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1alpha1ValidatingAdmissionPolicyBinding> _callback)",2879,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.patchValidatingAdmissionPolicyStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1alpha1ValidatingAdmissionPolicy> _callback)",3127,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.replaceValidatingAdmissionPolicyAsync(String name, V1alpha1ValidatingAdmissionPolicy body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1alpha1ValidatingAdmissionPolicy> _callback)",3893,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.replaceValidatingAdmissionPolicyBindingAsync(String name, V1alpha1ValidatingAdmissionPolicyBinding body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1alpha1ValidatingAdmissionPolicyBinding> _callback)",4126,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1alpha1Api.replaceValidatingAdmissionPolicyStatusAsync(String name, V1alpha1ValidatingAdmissionPolicy body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1alpha1ValidatingAdmissionPolicy> _callback)",4359,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.createMutatingWebhookConfigurationAsync(V1MutatingWebhookConfiguration body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1MutatingWebhookConfiguration> _callback)",163,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.createValidatingWebhookConfigurationAsync(V1ValidatingWebhookConfiguration body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ValidatingWebhookConfiguration> _callback)",392,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.deleteCollectionMutatingWebhookConfigurationAsync(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",652,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.deleteCollectionValidatingWebhookConfigurationAsync(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1009,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.deleteMutatingWebhookConfigurationAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1340,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.deleteValidatingWebhookConfigurationAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1591,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.listMutatingWebhookConfigurationAsync(String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1MutatingWebhookConfigurationList> _callback)",2011,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.listValidatingWebhookConfigurationAsync(String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1ValidatingWebhookConfigurationList> _callback)",2328,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.patchMutatingWebhookConfigurationAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1MutatingWebhookConfiguration> _callback)",2631,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.patchValidatingWebhookConfigurationAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1ValidatingWebhookConfiguration> _callback)",2879,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.replaceMutatingWebhookConfigurationAsync(String name, V1MutatingWebhookConfiguration body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1MutatingWebhookConfiguration> _callback)",3471,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1Api.replaceValidatingWebhookConfigurationAsync(String name, V1ValidatingWebhookConfiguration body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ValidatingWebhookConfiguration> _callback)",3704,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.createValidatingAdmissionPolicyAsync(V1beta1ValidatingAdmissionPolicy body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1beta1ValidatingAdmissionPolicy> _callback)",163,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.createValidatingAdmissionPolicyBindingAsync(V1beta1ValidatingAdmissionPolicyBinding body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1beta1ValidatingAdmissionPolicyBinding> _callback)",392,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.deleteCollectionValidatingAdmissionPolicyAsync(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",652,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.deleteCollectionValidatingAdmissionPolicyBindingAsync(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1009,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.deleteValidatingAdmissionPolicyAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1340,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.deleteValidatingAdmissionPolicyBindingAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1591,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.listValidatingAdmissionPolicyAsync(String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1beta1ValidatingAdmissionPolicyList> _callback)",2011,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.listValidatingAdmissionPolicyBindingAsync(String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1beta1ValidatingAdmissionPolicyBindingList> _callback)",2328,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.patchValidatingAdmissionPolicyAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta1ValidatingAdmissionPolicy> _callback)",2631,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.patchValidatingAdmissionPolicyBindingAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta1ValidatingAdmissionPolicyBinding> _callback)",2879,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.patchValidatingAdmissionPolicyStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta1ValidatingAdmissionPolicy> _callback)",3127,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.replaceValidatingAdmissionPolicyAsync(String name, V1beta1ValidatingAdmissionPolicy body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1beta1ValidatingAdmissionPolicy> _callback)",3893,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.replaceValidatingAdmissionPolicyBindingAsync(String name, V1beta1ValidatingAdmissionPolicyBinding body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1beta1ValidatingAdmissionPolicyBinding> _callback)",4126,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AdmissionregistrationV1beta1Api.replaceValidatingAdmissionPolicyStatusAsync(String name, V1beta1ValidatingAdmissionPolicy body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1beta1ValidatingAdmissionPolicy> _callback)",4359,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.createCustomResourceDefinitionAsync(V1CustomResourceDefinition body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1CustomResourceDefinition> _callback)",161,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.deleteCollectionCustomResourceDefinitionAsync(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",421,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.deleteCustomResourceDefinitionAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",752,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.listCustomResourceDefinitionAsync(String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1CustomResourceDefinitionList> _callback)",1172,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.patchCustomResourceDefinitionAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1CustomResourceDefinition> _callback)",1475,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.patchCustomResourceDefinitionStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1CustomResourceDefinition> _callback)",1723,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.replaceCustomResourceDefinitionAsync(String name, V1CustomResourceDefinition body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1CustomResourceDefinition> _callback)",2315,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsV1Api.replaceCustomResourceDefinitionStatusAsync(String name, V1CustomResourceDefinition body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1CustomResourceDefinition> _callback)",2548,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.createAPIServiceAsync(V1APIService body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1APIService> _callback)",161,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.deleteAPIServiceAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",395,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.deleteCollectionAPIServiceAsync(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",672,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.listAPIServiceAsync(String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1APIServiceList> _callback)",1172,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.patchAPIServiceAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1APIService> _callback)",1475,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.patchAPIServiceStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1APIService> _callback)",1723,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.replaceAPIServiceAsync(String name, V1APIService body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1APIService> _callback)",2315,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationV1Api.replaceAPIServiceStatusAsync(String name, V1APIService body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1APIService> _callback)",2548,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedControllerRevisionAsync(String namespace, V1ControllerRevision body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ControllerRevision> _callback)",176,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedDaemonSetAsync(String namespace, V1DaemonSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1DaemonSet> _callback)",414,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedDeploymentAsync(String namespace, V1Deployment body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Deployment> _callback)",652,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedReplicaSetAsync(String namespace, V1ReplicaSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ReplicaSet> _callback)",890,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.createNamespacedStatefulSetAsync(String namespace, V1StatefulSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1StatefulSet> _callback)",1128,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedControllerRevisionAsync(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1397,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedDaemonSetAsync(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1763,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedDeploymentAsync(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",2129,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedReplicaSetAsync(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",2495,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteCollectionNamespacedStatefulSetAsync(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",2861,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteNamespacedControllerRevisionAsync(String name, String namespace, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",3201,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteNamespacedDaemonSetAsync(String name, String namespace, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",3461,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteNamespacedDeploymentAsync(String name, String namespace, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",3721,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteNamespacedReplicaSetAsync(String name, String namespace, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",3981,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.deleteNamespacedStatefulSetAsync(String name, String namespace, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",4241,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listControllerRevisionForAllNamespacesAsync(Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String pretty, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1ControllerRevisionList> _callback)",4664,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listDaemonSetForAllNamespacesAsync(Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String pretty, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1DaemonSetList> _callback)",4981,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listDeploymentForAllNamespacesAsync(Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String pretty, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1DeploymentList> _callback)",5298,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedControllerRevisionAsync(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1ControllerRevisionList> _callback)",5621,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDaemonSetAsync(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1DaemonSetList> _callback)",5947,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDeploymentAsync(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1DeploymentList> _callback)",6273,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedReplicaSetAsync(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1ReplicaSetList> _callback)",6599,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedStatefulSetAsync(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1StatefulSetList> _callback)",6925,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listReplicaSetForAllNamespacesAsync(Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String pretty, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1ReplicaSetList> _callback)",7245,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listStatefulSetForAllNamespacesAsync(Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String pretty, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1StatefulSetList> _callback)",7562,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedControllerRevisionAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1ControllerRevision> _callback)",7871,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedDaemonSetAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1DaemonSet> _callback)",8128,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedDaemonSetStatusAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1DaemonSet> _callback)",8385,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedDeploymentAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Deployment> _callback)",8642,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedDeploymentScaleAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Scale> _callback)",8899,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedDeploymentStatusAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Deployment> _callback)",9156,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedReplicaSetAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1ReplicaSet> _callback)",9413,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedReplicaSetScaleAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Scale> _callback)",9670,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedReplicaSetStatusAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1ReplicaSet> _callback)",9927,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedStatefulSetAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1StatefulSet> _callback)",10184,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedStatefulSetScaleAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Scale> _callback)",10441,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.patchNamespacedStatefulSetStatusAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1StatefulSet> _callback)",10698,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedControllerRevisionAsync(String name, String namespace, V1ControllerRevision body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ControllerRevision> _callback)",13147,"Long Parameter List","Maintainability"
