"type","smell","quality"
"io.kubernetes.client.openapi.models.V1TypedObjectReference","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1UncountedTerminatedPods","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ValidatingWebhook","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ValidationRule","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeAttachment","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeDevice","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeError","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeMount","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeNodeAffinity","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeNodeResources","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeProjection","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VsphereVirtualDiskVolumeSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1WatchEvent","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1WebhookConversion","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1WeightedPodAffinityTerm","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1WindowsSecurityContextOptions","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2ExternalMetricSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2ExternalMetricStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscaler","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerBehavior","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerCondition","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2MetricIdentifier","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2MetricSpec","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2MetricStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2MetricTarget","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2PodsMetricSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2PodsMetricStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2ResourceMetricSource","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2ResourceMetricStatus","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.VersionInfo","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.ServerConfiguration","Deficient Encapsulation","Encapsulation"
"io.kubernetes.client.openapi.ServerVariable","Deficient Encapsulation","Encapsulation"
"io.kubernetes.client.custom.IntOrStringTest","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.custom.QuantityFormatterTest","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.custom.SuffixFormatterTest","Insufficient Modularization","Modularity, Maintainability"
